Q0085,YBL099W
Q0085,YPL078C
YAL002W,YLR148W
YAL002W,YLR396C
YAL002W,YMR231W
YAL002W,YPL045W
YAL007C,YJL117W
YAL007C,YPL076W
YAL011W,YDR334W
YAL011W,YGR002C
YAL011W,YNL107W
YAL015C,YDL029W
YAL015C,YDL059C
YAL015C,YJL066C
YAL015C,YJR068W
YAL018C,YLR034C
YAL021C,YDL165W
YAL021C,YGR134W
YAL021C,YNL288W
YAL021C,YNR052C
YAL021C,YPL042C
YAL024C,YHR158C
YAL027W,YML095C
YAL027W,YPL022W
YAL028W,YDL239C
YAL032C,YDL209C
YAL032C,YDR364C
YAL032C,YDR416W
YAL032C,YGL128C
YAL032C,YGR278W
YAL032C,YKL095W
YAL032C,YKL173W
YAL032C,YLL036C
YAL032C,YLR117C
YAL032C,YML049C
YAL032C,YMR213W
YAL032C,YMR288W
YAL032C,YPL151C
YAL035W,YBR084W
YAL035W,YGL130W
YAL035W,YLR175W
YAL035W,YMR309C
YAL035W,YOR361C
YAL035W,YPR041W
YAL040C,YBR160W
YAL040C,YJL157C
YAL040C,YPL014W
YAL041W,YBR200W
YAL041W,YGL233W
YAL041W,YGR152C
YAL041W,YHL007C
YAL041W,YJL157C
YAL043C,YDR195W
YAL043C,YDR228C
YAL043C,YDR301W
YAL043C,YGR156W
YAL043C,YJR093C
YAL043C,YKL018W
YAL043C,YKL059C
YAL043C,YKR002W
YAL043C,YLR115W
YAL043C,YLR277C
YAL043C,YMR061W
YAL043C,YNL222W
YAL043C,YNL317W
YAL043C,YOR179C
YAL043C,YPR107C
YAL047C,YHR172W
YAL047C,YLR045C
YAL047C,YLR212C
YAL047C,YNL126W
YAL055W,YDL065C
YAL055W,YDR265W
YAL055W,YGR133W
YAL055W,YMR026C
YAL055W,YOL044W
YAL056W,YER020W
YAR002W,YER110C
YAR002W,YGL097W
YAR002W,YLR293C
YAR002W,YLR335W
YAR002W,YLR347C
YAR002W,YNL189W
YAR003W,YBR175W
YAR003W,YBR258C
YAR003W,YDR469W
YAR003W,YHR119W
YAR003W,YKL018W
YAR003W,YLR015W
YAR003W,YPL138C
YAR007C,YML032C
YAR008W,YLR105C
YAR008W,YMR059W
YAR008W,YPL083C
YAR014C,YER167W
YAR014C,YOR358W
YAR019C,YDL047W
YAR019C,YGR092W
YAR019C,YHL007C
YAR019C,YHR030C
YAR019C,YML064C
YAR027W,YAR028W
YAR027W,YBR159W
YAR027W,YLR018C
YAR027W,YMR149W
YAR027W,YMR264W
YAR027W,YMR279C
YAR028W,YDR331W
YAR028W,YGL104C
YAR028W,YJL219W
YAR028W,YPR128C
YAR033W,YGL051W
YAR033W,YHL048W
YAR033W,YPL076W
YAR033W,YPR198W
YAR042W,YLR397C
YBL004W,YBR247C
YBL004W,YCL059C
YBL004W,YCR057C
YBL004W,YDL213C
YBL004W,YER082C
YBL004W,YGR090W
YBL004W,YHR089C
YBL004W,YNL110C
YBL004W,YPL043W
YBL004W,YPR137W
YBL008W,YBR289W
YBL008W,YJL115W
YBL008W,YJL176C
YBL008W,YOR038C
YBL009W,YOR233W
YBL014C,YOR158W
YBL016W,YDL159W
YBL016W,YDR103W
YBL016W,YDR480W
YBL016W,YFR028C
YBL016W,YHR084W
YBL016W,YJL076W
YBL016W,YPL049C
YBL017C,YPL049C
YBL021C,YOR358W
YBL023C,YDR052C
YBL023C,YEL032W
YBL023C,YIL150C
YBL023C,YLR103C
YBL023C,YLR274W
YBL023C,YPR019W
YBL025W,YBR274W
YBL025W,YDR247W
YBL025W,YFR028C
YBL025W,YMR270C
YBL026W,YDL160C
YBL026W,YDR378C
YBL026W,YEL015W
YBL026W,YER112W
YBL026W,YER146W
YBL026W,YGL173C
YBL026W,YGR091W
YBL026W,YHR165C
YBL026W,YIL066C
YBL026W,YJL124C
YBL026W,YJL157C
YBL026W,YJR022W
YBL026W,YLR147C
YBL026W,YLR275W
YBL026W,YLR438C-A
YBL026W,YMR268C
YBL026W,YNL118C
YBL026W,YNL147W
YBL026W,YOL149W
YBL026W,YPR132W
YBL032W,YGL049C
YBL035C,YBR087W
YBL035C,YIR008C
YBL035C,YKL045W
YBL035C,YNL102W
YBL035C,YNL290W
YBL035C,YOL094C
YBL037W,YBL105C
YBL037W,YJR005W
YBL037W,YJR058C
YBL037W,YOL062C
YBL039C,YDL047W
YBL039C,YGR262C
YBL039C,YLR180W
YBL039C,YPL140C
YBL040C,YJR010C-A
YBL040C,YMR215W
YBL046W,YDR075W
YBL046W,YML010W
YBL046W,YNL201C
YBL047C,YBL105C
YBL047C,YBR059C
YBL047C,YOL016C
YBL049W,YER066C-A
YBL049W,YIL017C
YBL049W,YIL097W
YBL050W,YLR268W
YBL050W,YOR106W
YBL051C,YKR096W
YBL056W,YDL059C
YBL056W,YNL250W
YBL068W,YHL011C
YBL068W,YKL181W
YBL068W,YOL061W
YBL074C,YDL208W
YBL074C,YDR283C
YBL074C,YKL173W
YBL079W,YJL061W
YBL084C,YDR118W
YBL084C,YFR036W
YBL084C,YHR166C
YBL084C,YKL022C
YBL084C,YLR127C
YBL084C,YNL172W
YBL084C,YOR249C
YBL085W,YBR200W
YBL085W,YCL024W
YBL085W,YJR138W
YBL085W,YML109W
YBL085W,YMR273C
YBL085W,YPL115C
YBL088C,YLR025W
YBL090W,YBR251W
YBL090W,YHL004W
YBL093C,YBR193C
YBL093C,YCR081W
YBL093C,YDR308C
YBL093C,YER022W
YBL093C,YGL025C
YBL093C,YGR104C
YBL093C,YHR041C
YBL093C,YHR058C
YBL093C,YNR010W
YBL093C,YOL135C
YBL093C,YOR140W
YBL093C,YPL042C
YBL093C,YPR070W
YBL099W,YGR092W
YBL099W,YPL078C
YBL102W,YOR036W
YBL103C,YHR186C
YBL103C,YIR023W
YBL103C,YNL006W
YBL103C,YNL076W
YBL103C,YOL067C
YBL105C,YBR059C
YBL105C,YGL022W
YBL105C,YGR221C
YBR017C,YDR062W
YBR017C,YGL122C
YBR017C,YHL007C
YBR020W,YDR128W
YBR020W,YGL137W
YBR020W,YML032C
YBR020W,YNR031C
YBR020W,YOL139C
YBR024W,YBR037C
YBR027C,YLR353W
YBR036C,YBR159W
YBR036C,YGL051W
YBR036C,YIL016W
YBR036C,YJL214W
YBR036C,YPR198W
YBR045C,YER133W
YBR049C,YDR303C
YBR049C,YKR001C
YBR049C,YLR176C
YBR049C,YLR357W
YBR055C,YBR152W
YBR055C,YDR473C
YBR055C,YER172C
YBR055C,YFL017W-A
YBR055C,YGR074W
YBR055C,YGR091W
YBR055C,YHR165C
YBR055C,YJL138C
YBR055C,YLR147C
YBR055C,YPR082C
YBR055C,YPR178W
YBR057C,YCL055W
YBR057C,YGL192W
YBR059C,YNL020C
YBR060C,YHR118C
YBR060C,YJL194W
YBR060C,YLL004W
YBR060C,YML065W
YBR060C,YNL261W
YBR060C,YPR162C
YBR065C,YLL036C
YBR065C,YLR117C
YBR065C,YMR213W
